sensor_id,temperature,pressure,humidity,event_time
sensor_1,20.29,1013.58,50.13,1723955577310
sensor_2,25.09,1200.42,60.05,1723955577310
sensor_0,14.94,800.42,40.01,1723955577320
sensor_1,19.83,1012.81,50.1,1723955577320
sensor_2,24.73,1199.67,59.98,1723955577320
sensor_0,15.04,800.4,40.01,1723955577330
sensor_1,20.01,1013.18,49.88,1723955577330
sensor_2,24.9,1199.38,59.86,1723955577330
sensor_0,15.06,799.85,39.91,1723955577340
sensor_1,19.78,1012.62,49.63,1723955577341
sensor_2,24.84,1200.09,59.6,1723955577341
sensor_0,14.68,799.78,39.77,1723955577351
sensor_1,19.57,1012.85,49.78,1723955577351
sensor_2,24.26,1198.94,59.43,1723955577351
sensor_0,14.87,800.01,39.8,1723955577361
sensor_1,19.35,1012.92,49.46,1723955577361
sensor_2,24.35,1199.73,59.21,1723955577361
sensor_0,14.71,799.89,39.81,1723955577371
sensor_1,19.4,1012.22,49.42,1723955577371
sensor_2,24.2,1198.99,59.15,1723955577371
sensor_0,14.81,800.02,39.67,1723955577381
sensor_1,19.4,1013.13,49.27,1723955577381
sensor_2,24.16,1199.55,59.01,1723955577381
sensor_0,14.56,799.2,39.63,1723955577391
sensor_1,19.51,1013.02,49.3,1723955577392
sensor_2,24.06,1198.53,58.91,1723955577392
sensor_0,14.45,800.0,39.55,1723955577402
sensor_1,19.37,1012.16,49.08,1723955577402
sensor_2,24.01,1199.1,58.81,1723955577402
sensor_0,14.61,799.94,39.59,1723955577412
sensor_1,19.27,1012.73,48.99,1723955577412
sensor_2,23.64,1198.44,58.62,1723955577412
sensor_0,14.3,799.15,39.45,1723955577422
sensor_1,19.23,1012.32,49.04,1723955577422
sensor_2,23.38,1198.71,58.4,1723955577422
sensor_0,14.6,799.53,39.45,1723955577432
sensor_1,19.0,1012.71,48.83,1723955577432
sensor_2,23.45,1198.12,58.47,1723955577432
sensor_0,14.61,799.23,39.39,1723955577443
sensor_1,18.92,1011.59,48.89,1723955577443
sensor_2,23.07,1198.54,58.36,1723955577443
sensor_0,14.45,799.19,39.43,1723955577453
sensor_1,18.81,1011.63,48.86,1723955577453
sensor_2,23.2,1198.04,58.08,1723955577453
sensor_0,14.19,799.28,39.35,1723955577463
sensor_1,18.75,1011.69,48.73,1723955577463
sensor_2,23.17,1198.2,58.04,1723955577463
sensor_0,14.1,799.21,39.38,1723955577473
sensor_1,18.49,1011.53,48.51,1723955577473
sensor_2,23.02,1197.88,57.8,1723955577473
sensor_0,14.15,799.49,39.25,1723955577484
sensor_1,18.29,1011.38,48.48,1723955577484
sensor_2,22.6,1197.59,57.9,1723955577484
sensor_0,14.35,799.22,39.19,1723955577494
sensor_1,18.64,1011.51,48.32,1723955577494
sensor_2,22.56,1198.2,57.6,1723955577494
sensor_0,14.4,799.7,39.27,1723955577504
sensor_1,18.34,1011.25,48.48,1723955577504
sensor_2,22.67,1197.88,57.58,1723955577504
sensor_0,14.24,799.18,39.1,1723955577514
sensor_1,18.27,1011.25,48.47,1723955577514
sensor_2,22.61,1197.83,57.57,1723955577514
sensor_0,14.01,798.86,39.23,1723955577525
sensor_1,18.44,1011.32,48.18,1723955577525
sensor_2,22.44,1197.7,57.35,1723955577525
sensor_0,14.09,798.72,39.21,1723955577535
sensor_1,18.45,1011.63,48.32,1723955577535
sensor_2,22.23,1196.9,57.38,1723955577535
sensor_0,14.23,799.08,39.02,1723955577545
sensor_1,18.46,1011.7,48.33,1723955577545
sensor_2,22.47,1197.73,57.18,1723955577545
sensor_0,14.13,799.37,39.02,1723955577555
sensor_1,18.28,1011.61,48.14,1723955577555
sensor_2,22.29,1197.62,57.11,1723955577555
sensor_0,13.92,799.0,39.15,1723955577566
sensor_1,18.27,1011.52,47.99,1723955577566
sensor_2,22.04,1197.13,57.12,1723955577566
sensor_0,13.92,798.85,39.13,1723955577576
sensor_1,18.04,1011.07,48.01,1723955577576
sensor_2,21.99,1197.19,57.22,1723955577576
sensor_0,14.09,799.06,39.01,1723955577586
sensor_1,17.76,1011.25,48.16,1723955577586
sensor_2,21.91,1196.55,57.14,1723955577586
sensor_0,13.96,799.43,39.09,1723955577596
sensor_1,18.32,1011.49,48.01,1723955577596
sensor_2,21.83,1197.2,57.1,1723955577596
sensor_0,14.03,799.17,39.03,1723955577606
sensor_1,17.72,1010.82,47.98,1723955577607
sensor_2,22.17,1197.49,56.93,1723955577607
sensor_0,14.17,798.84,39.1,1723955577617
sensor_1,18.2,1010.83,48.02,1723955577617
sensor_2,21.96,1197.17,56.96,1723955577617
sensor_0,13.85,799.4,38.92,1723955577627
sensor_1,17.98,1010.84,48.07,1723955577627
sensor_2,21.82,1197.21,56.99,1723955577627
sensor_0,14.18,798.65,38.9,1723955577637
sensor_1,18.25,1010.69,47.96,1723955577637
sensor_2,21.82,1196.73,56.98,1723955577637
sensor_0,14.0,798.58,38.99,1723955577647
sensor_1,18.17,1010.66,47.86,1723955577647
sensor_2,21.9,1196.73,57.1,1723955577647
sensor_0,13.83,799.47,38.99,1723955577658
sensor_1,18.21,1011.5,48.03,1723955577658
sensor_2,22.0,1196.88,56.95,1723955577658
sensor_0,13.91,799.35,38.92,1723955577668
sensor_1,18.08,1011.3,48.02,1723955577668
sensor_2,22.01,1197.43,56.98,1723955577668
sensor_0,14.06,799.38,39.07,1723955577678
sensor_1,18.32,1010.73,48.17,1723955577678
sensor_2,22.28,1196.88,57.13,1723955577678
sensor_0,14.22,798.62,39.07,1723955577688
sensor_1,17.99,1011.01,47.98,1723955577688
sensor_2,22.18,1197.03,57.07,1723955577689
sensor_0,14.18,799.3,39.13,1723955577699
sensor_1,18.05,1011.23,48.0,1723955577699
sensor_2,22.15,1197.1,57.03,1723955577699
sensor_0,14.12,799.35,39.02,1723955577709
sensor_1,18.22,1011.15,48.0,1723955577709
sensor_2,22.37,1196.76,57.13,1723955577709
sensor_0,13.91,798.68,39.16,1723955577719
sensor_1,18.03,1011.45,48.31,1723955577719
sensor_2,22.17,1196.86,57.18,1723955577719
sensor_0,14.3,799.34,39.09,1723955577729
sensor_1,18.16,1011.25,48.35,1723955577730
sensor_2,22.33,1197.49,57.35,1723955577730
sensor_0,14.1,798.84,39.08,1723955577740
sensor_1,18.46,1011.75,48.17,1723955577740
sensor_2,22.39,1197.67,57.26,1723955577740
sensor_0,14.2,798.81,39.19,1723955577750
sensor_1,18.29,1011.38,48.43,1723955577750
sensor_2,22.47,1197.0,57.39,1723955577750
sensor_0,14.23,798.69,39.19,1723955577760
sensor_1,18.29,1012.05,48.29,1723955577760
sensor_2,22.4,1197.08,57.58,1723955577760
sensor_0,14.25,799.0,39.25,1723955577770
sensor_1,18.63,1012.26,48.53,1723955577771
sensor_2,22.63,1197.93,57.72,1723955577771
sensor_0,14.17,799.51,39.15,1723955577781
sensor_1,18.47,1011.18,48.61,1723955577781
sensor_2,22.93,1197.51,57.65,1723955577781
sensor_0,14.47,799.34,39.24,1723955577791
sensor_1,18.72,1011.31,48.45,1723955577791
sensor_2,22.74,1198.2,57.82,1723955577791
sensor_0,14.26,798.86,39.27,1723955577801
sensor_1,18.8,1012.16,48.73,1723955577801
sensor_2,22.85,1197.83,57.97,1723955577801
sensor_0,14.42,799.08,39.33,1723955577811
sensor_1,18.88,1011.99,48.57,1723955577811
sensor_2,23.06,1197.66,58.02,1723955577812
sensor_0,14.36,799.74,39.45,1723955577822
sensor_1,18.51,1012.13,48.81,1723955577822
sensor_2,23.39,1198.4,58.17,1723955577822
sensor_0,14.56,799.06,39.42,1723955577832
sensor_1,19.08,1011.57,48.95,1723955577832
sensor_2,23.18,1198.8,58.16,1723955577832
sensor_0,14.53,799.76,39.5,1723955577842
sensor_1,19.01,1012.07,48.89,1723955577842
sensor_2,23.15,1198.0,58.44,1723955577842
sensor_0,14.48,799.04,39.6,1723955577852
sensor_1,19.02,1012.09,49.0,1723955577852
sensor_2,23.52,1198.94,58.59,1723955577852
sensor_0,14.72,799.13,39.46,1723955577863
sensor_1,19.07,1012.72,49.22,1723955577863
sensor_2,23.55,1199.13,58.69,1723955577863
sensor_0,14.48,799.8,39.53,1723955577873
sensor_1,19.24,1011.91,49.29,1723955577873
sensor_2,24.02,1198.55,58.89,1723955577873
sensor_0,14.62,799.53,39.72,1723955577883
sensor_1,19.11,1012.58,49.39,1723955577883
sensor_2,23.7,1198.94,58.88,1723955577883
sensor_0,14.56,799.85,39.67,1723955577893
sensor_1,19.56,1012.39,49.38,1723955577893
sensor_2,24.06,1198.76,59.13,1723955577893
sensor_0,14.87,800.05,39.64,1723955577903
sensor_1,19.7,1012.84,49.34,1723955577904
sensor_2,24.2,1199.47,59.22,1723955577904
sensor_0,14.92,799.38,39.79,1723955577914
sensor_1,19.53,1012.85,49.59,1723955577914
sensor_2,24.54,1199.2,59.43,1723955577914
sensor_0,14.68,800.24,39.75,1723955577924
sensor_1,19.91,1012.65,49.56,1723955577924
sensor_2,24.68,1199.16,59.51,1723955577924
sensor_0,14.85,800.33,39.95,1723955577934
sensor_1,19.5,1013.31,49.77,1723955577934
sensor_2,24.43,1199.3,59.71,1723955577934
sensor_0,15.06,800.3,40.03,1723955577944
sensor_1,19.71,1013.56,49.93,1723955577945
sensor_2,24.61,1200.08,59.77,1723955577945
sensor_0,15.17,799.57,40.02,1723955577955
sensor_1,19.92,1012.75,49.95,1723955577955
sensor_2,25.0,1200.44,59.83,1723955577955
sensor_0,15.19,800.19,40.06,1723955577965
sensor_1,20.13,1013.59,49.92,1723955577965
sensor_2,25.11,1199.65,60.07,1723955577965
sensor_0,15.0,800.14,40.18,1723955577975
sensor_1,20.23,1013.38,50.04,1723955577975
sensor_2,25.5,1200.02,60.17,1723955577975
sensor_0,14.93,800.32,40.19,1723955577986
sensor_1,20.52,1013.41,50.26,1723955577986
sensor_2,25.63,1200.63,60.45,1723955577986
sensor_0,15.13,800.13,40.26,1723955577996
sensor_1,20.6,1013.72,50.4,1723955577996
sensor_2,25.67,1200.9,60.64,1723955577996
sensor_0,15.07,799.99,40.31,1723955578006
sensor_1,20.69,1013.64,50.49,1723955578006
sensor_2,25.62,1201.14,60.59,1723955578006
sensor_0,15.41,800.66,40.33,1723955578016
sensor_1,20.41,1014.24,50.48,1723955578016
sensor_2,26.0,1201.12,60.92,1723955578016
sensor_0,15.24,800.02,40.3,1723955578027
sensor_1,20.91,1013.77,50.77,1723955578027
sensor_2,25.96,1201.35,60.89,1723955578027
sensor_0,15.24,800.75,40.32,1723955578037
sensor_1,20.74,1014.26,50.78,1723955578037
sensor_2,26.01,1201.09,61.1,1723955578037
sensor_0,15.52,800.71,40.36,1723955578047
sensor_1,20.62,1014.42,50.76,1723955578047
sensor_2,26.21,1201.75,61.15,1723955578047
sensor_0,15.41,800.71,40.43,1723955578057
sensor_1,21.04,1014.38,50.8,1723955578057
sensor_2,26.27,1201.1,61.28,1723955578057
sensor_0,15.35,800.79,40.54,1723955578067
sensor_1,20.79,1014.49,51.02,1723955578068
sensor_2,26.29,1201.23,61.46,1723955578068
sensor_0,15.39,800.86,40.52,1723955578078
sensor_1,21.17,1014.75,51.25,1723955578078
sensor_2,26.67,1201.74,61.6,1723955578078
sensor_0,15.6,800.57,40.63,1723955578088
sensor_1,21.33,1014.4,51.11,1723955578088
sensor_2,26.87,1201.26,61.88,1723955578088
sensor_0,15.56,800.31,40.66,1723955578098
sensor_1,21.46,1014.14,51.14,1723955578098
sensor_2,26.84,1201.92,61.79,1723955578098
sensor_0,15.75,800.7,40.58,1723955578108
sensor_1,21.11,1015.04,51.34,1723955578108
sensor_2,27.15,1202.43,61.9,1723955578109
sensor_0,15.67,800.79,40.69,1723955578119
sensor_1,21.16,1015.2,51.33,1723955578119
sensor_2,26.93,1202.15,62.15,1723955578119
sensor_0,15.54,800.54,40.65,1723955578129
sensor_1,21.62,1014.96,51.62,1723955578129
sensor_2,27.33,1201.79,62.23,1723955578129
sensor_0,15.92,801.24,40.85,1723955578139
sensor_1,21.28,1014.54,51.53,1723955578139
sensor_2,27.14,1202.02,62.28,1723955578139
sensor_0,15.97,800.62,40.83,1723955578149
sensor_1,21.32,1014.59,51.52,1723955578150
sensor_2,27.29,1202.75,62.35,1723955578150
sensor_0,15.85,800.92,40.84,1723955578160
sensor_1,21.42,1015.32,51.54,1723955578160
sensor_2,27.61,1202.19,62.4,1723955578160
sensor_0,15.94,800.43,40.83,1723955578170
sensor_1,21.67,1014.44,51.76,1723955578170
sensor_2,27.55,1202.14,62.69,1723955578170
sensor_0,15.97,800.81,40.82,1723955578180
sensor_1,21.74,1014.87,51.67,1723955578180
sensor_2,27.63,1202.33,62.73,1723955578180
sensor_0,15.84,800.92,40.99,1723955578190
sensor_1,21.71,1014.53,51.94,1723955578190
sensor_2,27.75,1202.36,62.68,1723955578190
sensor_0,16.07,801.36,40.96,1723955578201
sensor_1,21.61,1015.25,51.72,1723955578201
sensor_2,27.55,1202.75,62.86,1723955578201
sensor_0,16.09,800.67,40.96,1723955578211
sensor_1,22.02,1014.7,51.74,1723955578211
sensor_2,27.79,1202.66,62.78,1723955578211
sensor_0,15.91,801.0,40.96,1723955578221
sensor_1,21.81,1014.7,51.86,1723955578221
sensor_2,28.06,1203.07,62.79,1723955578221
sensor_0,15.97,800.57,40.94,1723955578231
sensor_1,21.65,1015.74,52.0,1723955578231
sensor_2,27.73,1203.08,62.84,1723955578232
sensor_0,16.01,800.48,41.0,1723955578242
sensor_1,22.07,1015.78,52.05,1723955578242
sensor_2,28.05,1203.09,62.89,1723955578242
sensor_0,16.01,800.5,40.91,1723955578252
sensor_1,21.85,1015.39,51.84,1723955578252
sensor_2,27.92,1203.48,63.04,1723955578252
sensor_0,15.86,801.0,41.04,1723955578262
sensor_1,22.15,1015.81,52.03,1723955578262
sensor_2,27.74,1203.19,63.01,1723955578262
sensor_0,16.07,800.79,41.08,1723955578272
sensor_1,21.85,1014.78,51.89,1723955578273
sensor_2,28.04,1202.79,63.05,1723955578273
sensor_0,15.96,801.5,40.99,1723955578283
sensor_1,22.18,1014.94,51.97,1723955578283
sensor_2,27.96,1203.06,63.11,1723955578283
sensor_0,16.15,801.07,40.97,1723955578293
sensor_1,22.19,1015.62,51.89,1723955578293
sensor_2,27.98,1203.3,63.01,1723955578293
sensor_0,16.11,801.08,40.97,1723955578303
sensor_1,21.99,1014.87,52.06,1723955578303
sensor_2,27.79,1202.54,62.87,1723955578303
sensor_0,16.14,800.65,41.06,1723955578314
sensor_1,22.04,1015.23,51.98,1723955578314
sensor_2,27.98,1202.85,63.07,1723955578314
sensor_0,15.91,800.57,40.96,1723955578324
sensor_1,22.1,1015.42,51.85,1723955578324
sensor_2,27.77,1202.89,62.89,1723955578324
sensor_0,16.12,800.98,40.98,1723955578334
sensor_1,21.91,1015.63,52.05,1723955578334
sensor_2,28.02,1202.66,62.99,1723955578334
sensor_0,15.85,800.59,41.04,1723955578344
sensor_1,22.14,1014.88,51.98,1723955578344
sensor_2,28.0,1202.93,62.81,1723955578344
sensor_0,15.83,800.83,40.96,1723955578354
sensor_1,21.71,1015.29,51.82,1723955578355
sensor_2,27.99,1202.4,62.81,1723955578355
sensor_0,15.87,800.8,40.96,1723955578365
sensor_1,21.65,1015.62,51.85,1723955578365
sensor_2,27.91,1203.26,62.81,1723955578365
sensor_0,15.92,800.55,40.99,1723955578375
sensor_1,21.69,1015.2,51.68,1723955578375
sensor_2,27.52,1203.2,62.77,1723955578375
sensor_0,15.69,801.22,40.85,1723955578385
sensor_1,21.58,1014.53,51.64,1723955578385
sensor_2,27.7,1202.44,62.68,1723955578385
sensor_0,15.77,800.5,40.84,1723955578395
sensor_1,21.67,1015.11,51.75,1723955578395
sensor_2,27.43,1202.8,62.62,1723955578396
sensor_0,15.79,800.77,40.9,1723955578406
sensor_1,21.85,1014.7,51.5,1723955578406
sensor_2,27.48,1202.12,62.45,1723955578406
sensor_0,15.93,800.63,40.81,1723955578416
sensor_1,21.5,1014.93,51.44,1723955578416
sensor_2,27.12,1202.5,62.26,1723955578416
sensor_0,15.88,800.6,40.82,1723955578426
sensor_1,21.62,1014.53,51.44,1723955578426
sensor_2,27.05,1201.83,62.19,1723955578426
sensor_0,15.54,800.63,40.69,1723955578436
sensor_1,21.72,1014.9,51.43,1723955578436
sensor_2,27.18,1202.08,62.08,1723955578436
sensor_0,15.51,800.19,40.66,1723955578447
sensor_1,21.2,1014.37,51.5,1723955578447
sensor_2,27.13,1202.16,62.11,1723955578447
sensor_0,15.8,800.56,40.63,1723955578457
sensor_1,21.59,1014.81,51.38,1723955578457
sensor_2,27.11,1202.43,61.99,1723955578457
sensor_0,15.46,800.59,40.69,1723955578467
sensor_1,21.14,1014.85,51.12,1723955578467
sensor_2,27.02,1201.38,61.94,1723955578467
sensor_0,15.57,800.3,40.63,1723955578477
sensor_1,21.0,1014.24,51.23,1723955578477
sensor_2,26.83,1201.67,61.79,1723955578477
sensor_0,15.59,800.74,40.54,1723955578487
sensor_1,21.01,1013.71,51.03,1723955578487
sensor_2,26.52,1201.08,61.53,1723955578488
sensor_0,15.48,800.51,40.51,1723955578498
sensor_1,20.83,1013.64,51.02,1723955578498
sensor_2,26.42,1201.19,61.45,1723955578498
sensor_0,15.4,799.95,40.44,1723955578508
sensor_1,20.91,1014.26,51.02,1723955578508
sensor_2,26.27,1201.14,61.25,1723955578508
sensor_0,15.24,800.21,40.46,1723955578518
sensor_1,20.86,1013.74,50.66,1723955578518
sensor_2,25.94,1201.22,61.11,1723955578518
sensor_0,15.4,800.33,40.43,1723955578528
sensor_1,20.71,1013.44,50.56,1723955578528
sensor_2,26.0,1201.05,61.11,1723955578528
sensor_0,15.24,800.18,40.21,1723955578538
sensor_1,20.67,1013.61,50.62,1723955578539
sensor_2,25.95,1200.42,60.97,1723955578539
sensor_0,15.16,800.54,40.18,1723955578549
sensor_1,20.76,1014.06,50.49,1723955578549
sensor_2,25.75,1201.09,60.73,1723955578549
sensor_0,15.12,799.87,40.23,1723955578560
sensor_1,20.13,1013.71,50.56,1723955578560
sensor_2,25.62,1200.32,60.57,1723955578560
sensor_0,15.09,800.64,40.15,1723955578570
sensor_1,20.46,1013.62,50.42,1723955578570
sensor_2,25.32,1200.22,60.52,1723955578570
sensor_0,15.03,799.89,40.12,1723955578580
sensor_1,19.96,1013.89,50.15,1723955578580
sensor_2,25.13,1200.2,60.28,1723955578580
sensor_0,15.03,800.15,40.05,1723955578590
sensor_1,20.32,1013.82,50.18,1723955578590
sensor_2,25.25,1200.31,60.16,1723955578590
sensor_0,14.89,799.9,39.99,1723955578600
sensor_1,20.14,1013.85,49.97,1723955578601
sensor_2,25.17,1200.2,60.08,1723955578601
sensor_0,14.9,799.54,39.98,1723955578611
sensor_1,19.95,1012.93,49.83,1723955578611
sensor_2,25.06,1199.55,59.91,1723955578611
sensor_0,14.8,799.55,39.84,1723955578621
sensor_1,19.76,1013.31,49.85,1723955578623
sensor_2,24.87,1199.88,59.63,1723955578623
sensor_0,14.7,800.05,39.94,1723955578636
sensor_1,19.75,1012.66,49.68,1723955578636
sensor_2,24.55,1199.66,59.57,1723955578636
sensor_0,14.73,799.44,39.91,1723955578646
sensor_1,19.91,1012.7,49.7,1723955578646
sensor_2,24.53,1198.89,59.41,1723955578646
sensor_0,14.78,800.11,39.84,1723955578656
sensor_1,19.62,1013.36,49.52,1723955578656
sensor_2,24.25,1199.29,59.18,1723955578656
sensor_0,14.82,799.24,39.79,1723955578666
sensor_1,19.16,1012.6,49.28,1723955578666
sensor_2,24.07,1199.01,59.07,1723955578667
sensor_0,14.65,799.63,39.73,1723955578677
sensor_1,19.21,1012.75,49.41,1723955578677
sensor_2,24.14,1198.45,59.04,1723955578677
sensor_0,14.52,799.65,39.69,1723955578687
sensor_1,19.13,1012.62,49.11,1723955578687
sensor_2,24.03,1198.89,58.92,1723955578687
sensor_0,14.74,799.78,39.63,1723955578697
sensor_1,18.91,1012.74,49.16,1723955578700
sensor_2,23.47,1198.87,58.71,1723955578700
sensor_0,14.72,799.07,39.45,1723955578711
sensor_1,18.78,1012.0,48.97,1723955578711
sensor_2,23.69,1198.55,58.53,1723955578711
sensor_0,14.68,799.5,39.51,1723955578721
sensor_1,19.0,1012.58,48.87,1723955578721
sensor_2,23.29,1198.06,58.39,1723955578721
sensor_0,14.41,799.63,39.53,1723955578732
sensor_1,18.9,1012.16,48.81,1723955578732
sensor_2,23.18,1198.81,58.32,1723955578732
sensor_0,14.55,799.31,39.39,1723955578742
sensor_1,18.96,1012.36,48.71,1723955578742
sensor_2,23.4,1198.02,58.25,1723955578742
sensor_0,14.26,799.27,39.41,1723955578752
sensor_1,18.71,1011.39,48.64,1723955578752
sensor_2,22.92,1197.77,58.13,1723955578752
sensor_0,14.44,798.93,39.32,1723955578762
sensor_1,18.78,1012.26,48.64,1723955578762
sensor_2,22.79,1198.26,57.88,1723955578762
sensor_0,14.45,799.07,39.19,1723955578772
sensor_1,18.49,1011.25,48.68,1723955578772
sensor_2,22.78,1198.31,57.81,1723955578772
sensor_0,14.3,799.01,39.31,1723955578783
sensor_1,18.51,1012.16,48.59,1723955578783
sensor_2,22.71,1197.46,57.88,1723955578783
sensor_0,14.3,798.72,39.31,1723955578793
sensor_1,18.36,1011.16,48.48,1723955578793
sensor_2,22.72,1197.97,57.6,1723955578793
sensor_0,14.0,799.47,39.1,1723955578803
sensor_1,18.35,1011.32,48.46,1723955578803
sensor_2,22.69,1197.1,57.55,1723955578803
sensor_0,14.14,799.66,39.15,1723955578813
sensor_1,18.34,1011.26,48.23,1723955578813
sensor_2,22.63,1197.81,57.38,1723955578813
sensor_0,13.98,799.26,39.08,1723955578823
sensor_1,18.4,1011.47,48.14,1723955578824
sensor_2,22.63,1197.0,57.34,1723955578824
sensor_0,14.17,799.36,39.07,1723955578834
sensor_1,18.49,1011.82,48.11,1723955578834
sensor_2,22.09,1196.99,57.45,1723955578834
sensor_0,14.04,798.97,39.1,1723955578844
sensor_1,17.93,1010.87,48.22,1723955578844
sensor_2,22.13,1196.81,57.19,1723955578844
sensor_0,14.19,798.95,39.14,1723955578854
sensor_1,18.11,1011.88,48.02,1723955578854
sensor_2,22.06,1197.5,57.29,1723955578854
sensor_0,14.18,799.45,39.07,1723955578864
sensor_1,18.27,1011.15,48.11,1723955578864
sensor_2,22.12,1197.64,57.05,1723955578864
sensor_0,14.2,799.16,39.11,1723955578875
sensor_1,17.97,1011.77,48.01,1723955578875
sensor_2,22.0,1197.5,57.14,1723955578875
sensor_0,13.86,799.24,39.11,1723955578885
sensor_1,18.25,1011.84,47.97,1723955578885
sensor_2,22.13,1197.53,57.18,1723955578885
sensor_0,14.21,798.83,39.01,1723955578895
sensor_1,17.76,1011.65,47.93,1723955578895
sensor_2,21.87,1197.27,56.98,1723955578895
sensor_0,13.85,799.32,39.1,1723955578905
sensor_1,18.01,1010.8,48.13,1723955578905
sensor_2,22.21,1197.26,57.13,1723955578905
sensor_0,13.96,799.39,39.01,1723955578916
sensor_1,18.06,1011.2,48.04,1723955578916
sensor_2,21.81,1196.6,56.96,1723955578916
sensor_0,14.17,798.51,39.08,1723955578926
sensor_1,17.94,1010.9,48.03,1723955578926
sensor_2,22.02,1196.7,57.01,1723955578926
sensor_0,14.05,798.58,39.07,1723955578936
sensor_1,18.12,1011.41,47.99,1723955578936
sensor_2,22.13,1197.47,56.98,1723955578936
sensor_0,13.95,799.36,38.98,1723955578946
sensor_1,17.93,1011.42,47.87,1723955578946
sensor_2,22.09,1196.5,56.89,1723955578946
sensor_0,14.1,798.99,39.03,1723955578957
sensor_1,17.98,1011.63,47.94,1723955578957
sensor_2,22.2,1197.36,57.0,1723955578957
sensor_0,14.19,799.08,39.11,1723955578967
sensor_1,17.87,1011.76,47.9,1723955578967
sensor_2,22.09,1197.28,57.06,1723955578967
sensor_0,14.09,799.27,39.09,1723955578977
sensor_1,17.76,1011.9,48.17,1723955578977
sensor_2,21.86,1196.56,57.14,1723955578977
sensor_0,13.99,799.01,39.02,1723955578987
sensor_1,18.37,1011.85,48.04,1723955578987
sensor_2,22.27,1197.5,57.0,1723955578987
sensor_0,13.98,799.44,38.97,1723955578997
sensor_1,18.09,1011.26,48.08,1723955578997
sensor_2,22.26,1196.98,57.13,1723955578998
sensor_0,14.12,798.84,39.06,1723955579008
sensor_1,18.38,1011.14,48.08,1723955579008
sensor_2,22.34,1196.68,57.28,1723955579008
sensor_0,14.15,799.08,39.04,1723955579018
sensor_1,17.9,1011.49,48.12,1723955579018
sensor_2,22.02,1197.7,57.18,1723955579018
sensor_0,14.28,799.48,39.1,1723955579028
sensor_1,18.43,1011.99,48.36,1723955579028
sensor_2,22.52,1197.61,57.35,1723955579028
sensor_0,14.11,798.91,39.18,1723955579038
sensor_1,18.28,1011.88,48.33,1723955579038
sensor_2,22.38,1197.32,57.47,1723955579038
sensor_0,14.3,798.99,39.18,1723955579048
sensor_1,18.18,1011.46,48.34,1723955579049
sensor_2,22.62,1197.9,57.38,1723955579049
sensor_0,14.23,798.81,39.2,1723955579059
sensor_1,18.37,1011.32,48.45,1723955579059
sensor_2,22.8,1197.13,57.59,1723955579059
sensor_0,14.36,798.75,39.18,1723955579069
sensor_1,18.48,1011.49,48.49,1723955579069
sensor_2,22.88,1198.16,57.63,1723955579069
sensor_0,14.07,798.97,39.34,1723955579079
sensor_1,18.67,1012.1,48.56,1723955579079
sensor_2,22.97,1197.63,57.72,1723955579079
sensor_0,14.36,799.34,39.34,1723955579089
sensor_1,18.56,1011.75,48.43,1723955579089
sensor_2,22.73,1197.98,57.9,1723955579089
sensor_0,14.43,799.29,39.24,1723955579100
sensor_1,18.44,1011.67,48.64,1723955579100
sensor_2,23.08,1198.16,57.93,1723955579100
sensor_0,14.48,799.27,39.4,1723955579110
sensor_1,18.69,1012.46,48.6,1723955579110
sensor_2,23.04,1197.74,58.07,1723955579110
sensor_0,14.58,799.86,39.48,1723955579120
sensor_1,18.7,1011.84,48.83,1723955579120
sensor_2,23.38,1198.12,58.3,1723955579120
sensor_0,14.26,799.49,39.45,1723955579130
sensor_1,18.65,1011.78,48.89,1723955579130
sensor_2,23.26,1198.59,58.28,1723955579130
sensor_0,14.64,799.79,39.45,1723955579140
sensor_1,18.71,1012.37,49.09,1723955579141
sensor_2,23.57,1197.95,58.37,1723955579141
sensor_0,14.39,799.94,39.47,1723955579151
sensor_1,19.09,1011.87,48.93,1723955579151
sensor_2,23.53,1198.85,58.6,1723955579151
sensor_0,14.66,799.22,39.65,1723955579161
sensor_1,19.2,1012.11,49.07,1723955579161
sensor_2,23.66,1198.58,58.73,1723955579161
sensor_0,14.65,799.88,39.56,1723955579171
sensor_1,19.52,1012.5,49.17,1723955579171
sensor_2,23.58,1199.0,58.74,1723955579171
sensor_0,14.63,800.07,39.59,1723955579181
sensor_1,19.27,1013.03,49.38,1723955579182
sensor_2,23.94,1198.46,59.07,1723955579182
sensor_0,14.84,800.17,39.71,1723955579192
sensor_1,19.45,1012.67,49.41,1723955579192
sensor_2,24.12,1199.15,59.11,1723955579192
sensor_0,14.92,799.53,39.72,1723955579202
sensor_1,19.52,1013.21,49.6,1723955579202
sensor_2,24.4,1198.99,59.29,1723955579202
sensor_0,15.0,800.19,39.86,1723955579212
sensor_1,19.63,1013.02,49.56,1723955579212
sensor_2,24.35,1199.86,59.46,1723955579212
sensor_0,14.9,800.33,39.94,1723955579223
sensor_1,19.89,1012.86,49.69,1723955579223
sensor_2,24.62,1200.03,59.61,1723955579223
sensor_0,15.08,800.12,39.86,1723955579233
sensor_1,19.67,1012.6,49.91,1723955579233
sensor_2,24.94,1200.16,59.66,1723955579233
sensor_0,15.12,799.7,40.04,1723955579243
sensor_1,19.92,1013.04,50.01,1723955579243
sensor_2,24.76,1199.64,59.82,1723955579243
